Home ID,Appliance Type,Energy Consumption (kWh),Outdoor Temperature (°C),Season,Household Size
500,Fridge,0.12,-1.1,Fall,5
260,Heater,4.85,10.7,Fall,1
28,Dishwasher,0.64,22.0,Spring,5
288,Washing Machine,0.21,24.0,Spring,4
131,Oven,1.41,16.8,Fall,1
157,Washing Machine,0.59,-9.7,Fall,2
369,Lights,0.32,10.6,Fall,2
125,Oven,0.36,-0.7,Winter,4
171,Lights,0.28,-1.4,Summer,1
372,Dishwasher,0.5,4.3,Fall,5
263,TV,1.55,5.7,Winter,5
261,Heater,2.54,34.1,Fall,4
237,Microwave,0.93,30.9,Spring,4
323,Fridge,0.44,8.0,Fall,3
132,TV,0.53,24.7,Fall,4
280,Heater,3.07,37.9,Fall,5
486,Washing Machine,1.5,34.2,Fall,1
315,Washing Machine,1.91,24.6,Spring,2
263,Air Conditioning,4.64,-8.1,Winter,2
439,Fridge,0.41,-1.6,Summer,5
93,Microwave,0.44,17.3,Winter,2
206,Oven,1.53,12.2,Summer,2
168,Washing Machine,0.57,10.7,Winter,5
215,Air Conditioning,2.51,32.1,Summer,2
100,Oven,0.44,-3.8,Winter,5
219,Lights,1.35,24.1,Fall,5
169,TV,1.13,-9.8,Fall,5
185,Air Conditioning,2.56,26.4,Winter,4
254,Heater,4.32,3.2,Summer,1
400,Oven,1.22,1.7,Winter,1
436,Air Conditioning,2.27,32.7,Winter,1
491,Microwave,1.11,-6.3,Fall,1
154,Air Conditioning,2.92,30.8,Spring,4
381,Washing Machine,0.9,9.0,Spring,4
389,Microwave,0.42,30.2,Fall,4
5,Fridge,0.46,33.6,Spring,1
33,Heater,4.12,-5.0,Spring,4
278,Lights,1.2,33.3,Summer,1
408,Heater,3.93,0.5,Spring,4
216,Air Conditioning,2.37,6.2,Fall,5
197,Lights,1.96,32.6,Winter,3
92,Washing Machine,1.56,9.6,Spring,5
391,Heater,2.54,3.6,Spring,5
95,Heater,4.8,13.5,Winter,2
380,Fridge,0.34,6.1,Fall,2
180,Lights,0.31,-9.9,Winter,2
365,Lights,1.73,9.2,Winter,2
378,Dishwasher,0.86,-4.4,Summer,3
203,Oven,1.88,16.3,Winter,1
491,Washing Machine,1.35,15.1,Fall,5
42,Oven,0.55,26.7,Winter,3
79,Heater,3.2,38.6,Winter,2
466,Computer,1.03,9.9,Fall,3
383,Microwave,0.63,30.9,Summer,2
404,Heater,2.75,30.5,Summer,2
237,Oven,0.25,17.8,Winter,5
335,Lights,1.97,14.4,Winter,4
382,Washing Machine,0.51,-2.8,Summer,1
496,Lights,1.54,36.4,Winter,1
216,Heater,4.28,27.8,Winter,4
286,Lights,0.7,-5.3,Winter,1
448,TV,0.4,-3.9,Summer,3
175,Oven,1.06,-8.2,Winter,1
476,Heater,2.32,36.5,Summer,5
449,Oven,1.04,9.0,Fall,3
134,Heater,3.83,11.9,Spring,5
177,Heater,3.79,13.3,Winter,1
189,Air Conditioning,3.09,10.2,Summer,5
424,Heater,2.57,2.3,Fall,3
186,Washing Machine,1.77,20.7,Winter,2
35,TV,1.98,27.6,Winter,4
392,Washing Machine,1.71,23.8,Fall,1
87,TV,1.23,-3.5,Winter,5
115,TV,1.2,11.2,Winter,2
284,Fridge,0.44,-6.8,Summer,3
3,Fridge,0.38,31.6,Winter,1
137,Lights,1.87,22.9,Fall,1
295,Dishwasher,0.32,35.2,Winter,1
391,Lights,1.87,-1.4,Spring,1
60,Computer,0.98,21.2,Spring,3
138,TV,0.51,4.0,Fall,3
329,Oven,1.57,27.9,Summer,4
19,Oven,0.66,-1.3,Summer,5
478,Washing Machine,0.39,7.1,Winter,4
62,Washing Machine,0.79,8.1,Spring,2
435,Heater,2.27,3.8,Summer,4
75,Oven,1.72,34.4,Summer,1
240,Lights,0.77,17.8,Spring,2
10,Computer,1.15,-6.0,Spring,3
297,Lights,1.58,39.5,Winter,1
476,Microwave,1.74,-9.5,Spring,1
343,Fridge,0.19,-7.8,Summer,1
53,Air Conditioning,3.25,39.6,Winter,2
209,Fridge,0.13,22.5,Winter,4
115,Oven,1.58,21.4,Summer,1
276,Dishwasher,0.59,-9.9,Winter,4
357,Dishwasher,0.23,17.4,Spring,3
348,Oven,1.52,21.6,Winter,3
152,Computer,1.91,38.3,Summer,5
186,Heater,4.39,12.6,Fall,4
143,Fridge,0.36,34.9,Spring,2
353,Washing Machine,1.06,31.4,Winter,2
36,Lights,0.2,29.7,Spring,5
25,Fridge,0.27,10.2,Fall,4
260,Heater,4.28,39.6,Spring,3
392,Lights,0.55,11.3,Summer,4
421,Washing Machine,1.7,29.0,Spring,4
222,Oven,1.21,-5.3,Spring,1
183,Computer,0.76,17.4,Fall,2
270,Dishwasher,0.68,22.7,Summer,1
402,Microwave,1.25,18.8,Spring,4
178,Fridge,0.35,3.8,Summer,2
410,Computer,0.86,32.3,Summer,1
354,Lights,1.5,38.2,Summer,5
126,Washing Machine,1.82,21.7,Summer,3
150,Oven,1.88,4.8,Fall,5
191,Lights,0.96,17.4,Winter,5
314,Lights,1.07,4.7,Summer,3
46,Washing Machine,1.08,24.0,Spring,5
490,Fridge,0.45,3.3,Summer,4
85,Air Conditioning,3.55,29.3,Spring,5
43,Microwave,0.78,1.6,Fall,4
446,TV,1.41,-0.9,Spring,3
190,TV,0.87,3.8,Spring,3
356,Microwave,1.28,-1.1,Fall,5
478,Heater,3.82,23.1,Fall,4
285,Washing Machine,1.23,38.7,Fall,5
229,Computer,1.56,0.3,Spring,4
200,Lights,1.99,9.1,Winter,2
373,Computer,0.6,22.7,Winter,3
454,Air Conditioning,2.89,2.4,Winter,4
356,Air Conditioning,4.57,38.5,Winter,1
315,TV,1.82,14.5,Summer,5
4,Dishwasher,0.99,35.4,Summer,5
273,Fridge,0.48,22.2,Fall,2
411,Air Conditioning,2.4,-0.7,Summer,3
467,Air Conditioning,3.61,35.9,Summer,2
255,Lights,0.5,5.7,Winter,2
53,Dishwasher,1.99,24.1,Winter,4
207,Dishwasher,1.03,38.6,Spring,2
77,Lights,1.98,-9.2,Fall,3
129,Microwave,1.99,39.0,Spring,3
455,TV,1.64,29.5,Summer,1
476,TV,0.24,33.2,Winter,4
19,Lights,0.52,36.6,Fall,1
340,Microwave,0.75,8.8,Summer,2
188,Fridge,0.18,-2.1,Spring,5
158,Computer,1.23,-4.8,Spring,4
311,Fridge,0.41,-4.9,Summer,5
240,Dishwasher,1.4,-7.6,Summer,3
497,Computer,1.09,34.8,Spring,4
69,Washing Machine,1.18,37.8,Winter,3
367,Microwave,0.46,14.3,Summer,2
162,Lights,0.66,32.1,Winter,1
447,Microwave,1.07,0.4,Winter,1
405,Computer,1.66,36.5,Fall,1
3,Dishwasher,0.48,13.4,Summer,4
155,Microwave,0.36,6.8,Winter,1
172,Computer,1.51,-1.2,Winter,5
279,Computer,1.94,25.3,Spring,4
324,Microwave,0.73,24.6,Winter,5
66,Dishwasher,1.08,35.3,Summer,4
273,Washing Machine,1.3,15.4,Summer,2
249,TV,0.4,37.0,Winter,5
18,Dishwasher,1.98,25.2,Fall,3
190,Oven,1.17,-0.4,Winter,4
128,Microwave,1.7,-2.6,Spring,4
488,Microwave,0.95,-2.5,Winter,1
226,Computer,1.6,-6.2,Winter,3
68,Lights,0.89,22.6,Summer,4
253,TV,1.63,27.3,Fall,2
491,Fridge,0.36,8.3,Winter,1
244,Computer,1.52,5.9,Winter,4
148,Computer,0.38,11.1,Summer,1
186,Microwave,0.4,0.1,Fall,2
404,Microwave,1.64,-7.3,Spring,4
127,Oven,0.52,15.4,Spring,2
99,Lights,0.4,37.6,Spring,5
446,Fridge,0.19,32.7,Fall,2
313,Computer,1.84,4.1,Winter,5
201,Fridge,0.13,12.1,Spring,1
170,Oven,0.75,-4.2,Fall,5
237,TV,1.04,25.7,Fall,1
221,Dishwasher,0.35,3.2,Spring,5
455,Microwave,0.76,18.4,Fall,3
78,Heater,2.18,2.1,Summer,2
263,Washing Machine,0.55,21.6,Spring,4
243,Oven,0.22,-8.5,Winter,1
464,Fridge,0.18,7.9,Spring,1
14,Lights,0.48,-1.9,Fall,2
479,Dishwasher,1.82,9.7,Spring,4
144,Computer,1.67,-7.3,Spring,4
146,Microwave,1.66,37.1,Winter,1
465,Lights,1.8,0.9,Fall,5
384,Dishwasher,1.54,29.8,Fall,4
216,Washing Machine,1.12,11.5,Winter,3
298,Oven,1.27,2.9,Spring,1
272,Fridge,0.41,32.6,Winter,3
387,Computer,1.77,38.6,Spring,4
46,Microwave,0.25,4.3,Summer,5
194,Lights,0.7,-9.2,Winter,3
392,Microwave,1.55,20.4,Winter,3
194,Microwave,1.54,19.0,Fall,1
298,Lights,1.64,26.9,Summer,3
242,Heater,2.28,24.0,Summer,5
487,Washing Machine,0.97,31.7,Winter,5
142,Oven,0.4,33.2,Fall,4
252,Microwave,1.53,21.0,Spring,1
420,Washing Machine,0.48,26.4,Winter,3
218,Heater,3.26,8.1,Summer,2
324,TV,1.18,18.9,Winter,2
274,Washing Machine,0.21,-2.5,Fall,2
315,Lights,0.54,35.0,Winter,2
297,TV,0.54,36.6,Summer,4
137,Heater,2.93,19.6,Fall,4
458,Fridge,0.2,17.9,Winter,1
386,Air Conditioning,3.83,-2.1,Summer,3
142,Washing Machine,0.28,9.8,Spring,1
112,Air Conditioning,2.76,18.7,Summer,4
69,Microwave,1.12,4.7,Spring,1
158,Dishwasher,0.89,13.4,Winter,4
447,Microwave,1.95,15.7,Spring,5
175,Washing Machine,1.28,12.2,Winter,5
496,Air Conditioning,2.17,15.9,Fall,3
240,TV,0.73,30.1,Winter,4
99,Oven,0.91,15.0,Spring,2
283,Washing Machine,0.49,24.5,Fall,3
59,Air Conditioning,2.08,38.8,Winter,1
158,Washing Machine,1.99,-6.9,Summer,5
235,Computer,1.89,0.1,Spring,3
283,Lights,0.42,6.0,Winter,4
353,Dishwasher,0.46,17.4,Winter,1
44,Washing Machine,1.67,19.4,Winter,4
346,Air Conditioning,4.58,5.0,Fall,4
311,Computer,0.71,2.8,Winter,1
448,Dishwasher,0.38,37.0,Winter,1
157,Washing Machine,1.88,4.5,Winter,5
300,Lights,0.27,4.8,Winter,5
103,Computer,0.55,-1.2,Winter,5
367,Heater,2.41,8.8,Winter,3
29,Oven,0.4,23.6,Fall,1
50,Oven,0.36,21.6,Winter,5
2,Dishwasher,1.61,-0.2,Summer,2
282,Heater,2.08,4.7,Spring,2
304,Air Conditioning,3.93,7.4,Spring,5
95,Air Conditioning,4.39,3.7,Summer,5
97,Dishwasher,1.88,9.2,Spring,1
377,Air Conditioning,4.01,-9.6,Summer,2
279,Computer,1.35,15.4,Spring,2
339,Computer,0.66,16.0,Summer,5
35,Heater,2.46,-5.6,Fall,3
317,Dishwasher,1.99,39.1,Spring,4
173,Fridge,0.4,29.6,Spring,3
298,Dishwasher,1.36,-7.1,Summer,1
56,Oven,1.83,28.4,Spring,1
393,Dishwasher,0.25,34.8,Winter,2
434,Microwave,1.89,18.2,Spring,3
194,Air Conditioning,2.81,24.6,Summer,4
122,Heater,2.95,-0.0,Spring,3
292,Computer,1.28,1.1,Winter,4
346,Lights,0.53,3.4,Fall,5
359,Fridge,0.14,28.4,Spring,4
272,Lights,0.6,33.3,Fall,3
495,Lights,0.84,33.4,Winter,4
85,Heater,4.68,3.2,Winter,4
478,Microwave,1.13,31.3,Spring,5
36,Washing Machine,1.42,13.8,Spring,3
498,Air Conditioning,2.38,-9.9,Summer,1
9,Computer,0.31,10.9,Fall,5
23,Heater,3.59,7.8,Summer,4
481,Lights,0.71,32.2,Spring,2
479,Computer,1.48,2.1,Fall,5
140,Oven,1.5,-8.3,Winter,4
400,Washing Machine,1.1,19.8,Fall,3
254,Washing Machine,1.57,-6.9,Summer,2
379,Air Conditioning,2.36,35.6,Summer,5
447,Heater,2.58,18.9,Summer,2
401,Dishwasher,0.48,10.0,Spring,1
424,Washing Machine,0.46,21.6,Spring,4
339,Air Conditioning,4.56,18.8,Summer,4
242,Fridge,0.11,-0.4,Spring,1
241,Oven,1.44,13.8,Fall,2
180,Air Conditioning,2.92,31.5,Winter,5
33,Oven,0.46,20.6,Summer,2
411,TV,1.41,15.8,Spring,3
107,Washing Machine,0.35,23.6,Summer,3
198,Air Conditioning,3.85,7.8,Fall,5
491,Microwave,0.44,30.9,Spring,1
274,Air Conditioning,3.44,35.0,Fall,2
457,Oven,1.01,18.9,Spring,3
38,Heater,4.71,23.2,Summer,2
278,Computer,0.24,-4.4,Fall,3
464,Lights,1.45,-4.5,Fall,3
385,Computer,0.77,5.8,Spring,4
13,Microwave,0.97,18.6,Summer,5
265,Air Conditioning,3.07,-9.8,Summer,4
314,Dishwasher,1.21,13.2,Fall,3
326,Air Conditioning,2.28,4.5,Winter,4
22,Fridge,0.32,-6.0,Spring,1
116,Dishwasher,1.42,12.0,Spring,3
16,Fridge,0.12,10.6,Summer,1
14,Dishwasher,0.82,27.5,Spring,3
335,Heater,2.19,29.2,Spring,4
393,Air Conditioning,2.75,30.8,Summer,5
407,Washing Machine,1.66,-8.6,Spring,5
154,Lights,1.85,32.8,Spring,1
496,Heater,2.22,25.2,Summer,3
380,Dishwasher,1.96,-3.0,Summer,1
61,Fridge,0.3,7.8,Spring,5
27,Dishwasher,1.72,26.1,Fall,2
500,Heater,2.89,-9.0,Summer,3
107,Fridge,0.24,-5.6,Summer,2
9,Washing Machine,1.87,20.1,Summer,2
398,Air Conditioning,4.07,25.9,Winter,3
316,Fridge,0.31,17.2,Spring,4
208,Microwave,0.57,28.1,Summer,4
483,Dishwasher,1.24,-4.9,Fall,5
139,Heater,4.3,-1.2,Winter,1
131,Air Conditioning,3.84,13.8,Spring,2
485,Oven,0.52,-5.5,Fall,4
295,Microwave,1.49,1.9,Fall,5
144,Computer,0.89,12.2,Fall,2
453,Air Conditioning,4.33,-7.3,Spring,3
127,TV,0.82,39.7,Summer,4
346,Heater,4.04,22.5,Fall,4
409,Dishwasher,1.97,27.0,Fall,5
137,Air Conditioning,2.43,4.5,Fall,5
14,Computer,1.9,12.3,Spring,3
75,Dishwasher,0.67,39.1,Summer,4
107,Washing Machine,0.23,32.6,Spring,5
350,Computer,1.23,3.9,Spring,5
10,Microwave,1.77,27.4,Spring,1
433,Heater,4.92,25.2,Fall,5
59,Washing Machine,1.01,19.4,Spring,1
109,Oven,1.3,17.6,Summer,2
479,Dishwasher,1.22,29.4,Winter,2
312,Air Conditioning,2.42,1.0,Spring,3
478,Microwave,1.7,-0.9,Spring,1
301,Air Conditioning,4.12,-2.8,Summer,4
479,Oven,1.96,2.5,Winter,5
119,Heater,2.4,-4.5,Summer,3
324,Computer,0.48,-0.0,Fall,5
353,Computer,0.32,25.8,Summer,5
443,Oven,1.41,-7.2,Summer,5
64,Fridge,0.49,-6.8,Spring,4
459,Heater,3.94,37.5,Summer,1
367,Washing Machine,1.36,18.8,Summer,4
246,TV,0.78,29.9,Fall,5
240,Air Conditioning,2.75,-9.0,Summer,3
131,Dishwasher,0.51,-3.3,Summer,3
97,Dishwasher,0.64,-7.6,Fall,5
208,Lights,1.74,25.9,Spring,2
74,Computer,1.58,17.0,Spring,2
72,Lights,1.88,10.5,Fall,2
416,Washing Machine,1.22,1.3,Fall,5
345,Microwave,0.87,-1.6,Winter,2
413,Lights,1.21,21.0,Summer,3
262,Oven,1.16,8.0,Winter,5
319,Lights,0.35,19.4,Winter,3
18,Lights,1.58,27.0,Summer,1
31,Air Conditioning,3.93,1.9,Spring,1
273,Fridge,0.28,-9.6,Summer,2
344,Fridge,0.11,21.0,Fall,2
496,Computer,0.32,-1.2,Summer,1
360,Microwave,1.78,7.9,Spring,1
380,Heater,4.76,22.4,Summer,2
113,Heater,2.49,-3.6,Winter,1
159,Computer,1.78,37.5,Summer,5
221,Air Conditioning,2.31,33.3,Spring,4
299,Washing Machine,0.53,28.9,Winter,5
400,Washing Machine,0.38,8.1,Fall,5
202,Computer,1.9,39.3,Fall,2
362,Microwave,1.7,-8.7,Spring,1
96,Dishwasher,0.44,29.9,Spring,5
424,Microwave,1.99,9.5,Winter,1
394,Air Conditioning,4.86,8.4,Winter,1
179,Air Conditioning,3.75,15.3,Winter,1
317,Oven,1.59,26.1,Fall,5
290,Air Conditioning,3.62,38.7,Summer,5
400,Washing Machine,1.17,31.5,Spring,2
189,Air Conditioning,3.46,4.7,Summer,4
19,Dishwasher,1.9,36.7,Spring,3
22,TV,1.17,22.6,Winter,5
317,Lights,1.1,-2.2,Winter,1
242,TV,0.99,15.7,Fall,4
479,Fridge,0.25,37.9,Winter,3
418,Dishwasher,1.19,2.4,Summer,2
447,Oven,0.94,38.5,Winter,4
210,Computer,1.18,8.7,Summer,5
493,TV,0.82,28.9,Summer,3
181,Heater,4.4,0.0,Summer,2
291,TV,1.86,-2.1,Spring,1
438,Fridge,0.11,14.5,Winter,4
141,TV,1.16,8.6,Winter,3
78,Computer,0.23,31.5,Fall,1
121,Computer,0.38,18.2,Fall,5
64,TV,2.0,7.4,Summer,3
302,Air Conditioning,4.68,34.9,Summer,1
329,Dishwasher,1.51,38.5,Fall,4
356,Fridge,0.45,-1.3,Winter,5
116,Lights,0.89,1.0,Summer,5
267,Fridge,0.38,-4.9,Spring,3
34,Dishwasher,0.53,-8.5,Summer,4
253,Computer,1.51,22.5,Fall,5
189,Lights,0.82,8.6,Summer,1
327,Fridge,0.38,8.2,Winter,3
400,Fridge,0.49,32.5,Fall,3
29,Air Conditioning,2.62,9.8,Summer,5
382,Computer,1.24,4.7,Summer,5
205,Microwave,1.04,36.6,Spring,2
208,Dishwasher,1.11,4.8,Spring,5
103,TV,0.49,16.3,Spring,4
321,Microwave,0.71,-5.2,Summer,3
424,Dishwasher,1.16,7.6,Winter,1
423,Air Conditioning,3.68,10.0,Winter,3
295,Air Conditioning,3.02,10.2,Winter,1
5,Fridge,0.45,22.9,Summer,4
97,Fridge,0.42,15.7,Winter,1
430,TV,1.46,-4.5,Winter,2
250,Fridge,0.22,18.3,Winter,1
117,TV,0.45,5.1,Fall,3
388,Dishwasher,0.31,8.5,Fall,5
364,Washing Machine,1.0,-1.7,Fall,5
139,Washing Machine,0.69,18.9,Summer,1
297,TV,1.81,7.6,Fall,1
422,Lights,1.23,3.2,Winter,5
357,Washing Machine,1.62,31.2,Spring,4
412,Microwave,0.43,32.7,Summer,4
382,Dishwasher,0.85,32.1,Spring,2
160,Lights,0.57,21.5,Winter,3
259,TV,1.71,-3.0,Winter,5
351,Microwave,0.22,13.3,Summer,2
380,Dishwasher,1.43,7.4,Summer,4
77,Heater,3.9,17.4,Winter,3
164,Microwave,0.61,33.2,Fall,5
290,Dishwasher,0.97,2.2,Spring,3
332,Lights,1.45,17.5,Winter,4
152,Oven,1.2,12.1,Fall,2
489,Heater,3.35,-4.6,Spring,2
440,Microwave,1.21,13.6,Spring,2
243,Oven,0.28,33.3,Spring,4
86,TV,0.47,-2.9,Winter,5
234,Fridge,0.1,-9.2,Spring,2
453,TV,1.5,14.9,Winter,3
476,Heater,3.55,22.6,Spring,3
6,Computer,0.39,38.8,Spring,5
280,Computer,0.54,-1.0,Winter,1
107,Washing Machine,0.5,36.1,Summer,3
281,Computer,1.8,36.6,Fall,3
443,Oven,0.92,26.8,Spring,2
434,Heater,3.1,15.8,Winter,4
328,Fridge,0.44,28.5,Summer,4
214,Microwave,1.94,5.7,Spring,1
23,Computer,1.13,4.7,Winter,2
479,TV,0.96,-3.0,Fall,3
460,Oven,1.54,3.8,Summer,3
198,Heater,3.84,-4.0,Winter,1
349,Dishwasher,1.86,27.5,Fall,4
184,TV,0.79,23.4,Fall,1
234,Heater,3.58,33.0,Fall,4
351,TV,0.3,13.7,Summer,3
127,Dishwasher,0.23,5.0,Spring,2
264,Lights,0.99,35.7,Summer,5
44,TV,0.21,5.2,Winter,4
443,Dishwasher,0.55,16.2,Spring,5
323,Dishwasher,1.54,1.4,Winter,3
62,Air Conditioning,3.91,19.5,Fall,3
189,Oven,1.97,33.2,Spring,1
99,Air Conditioning,3.59,9.2,Winter,1
207,Lights,1.44,-1.0,Spring,4
57,Fridge,0.21,22.3,Fall,5
243,Computer,1.48,22.7,Fall,1
352,Computer,1.51,32.1,Fall,4
218,TV,1.07,11.8,Fall,1
237,Computer,1.95,22.3,Spring,1
353,Heater,2.32,17.3,Spring,5
189,TV,0.27,11.8,Summer,4
457,Dishwasher,1.36,18.5,Spring,1
1,Oven,1.2,12.3,Summer,4
108,Dishwasher,0.73,3.8,Fall,2
112,Fridge,0.44,27.0,Spring,5
53,Microwave,0.76,37.6,Fall,1
327,Oven,1.26,14.2,Fall,4
455,TV,0.45,33.0,Spring,1
460,Fridge,0.34,18.0,Fall,4
123,Heater,4.44,16.2,Spring,4
350,Air Conditioning,4.29,32.4,Spring,5
57,Washing Machine,1.32,2.6,Spring,1
363,Air Conditioning,2.83,7.7,Spring,2
13,Oven,1.85,-5.9,Fall,5
235,Dishwasher,1.39,34.2,Winter,2
460,Lights,1.1,38.2,Fall,5
36,Air Conditioning,3.53,23.6,Fall,3
197,Fridge,0.23,13.3,Fall,2
249,Heater,3.44,22.5,Spring,3
246,Fridge,0.44,-2.4,Spring,5
156,Microwave,1.27,-5.7,Fall,2
436,Microwave,0.46,24.9,Spring,5
305,Heater,3.44,21.1,Spring,4
393,Fridge,0.3,8.4,Winter,3
31,Microwave,1.92,-6.2,Summer,1
24,Oven,1.58,29.9,Summer,3
428,Fridge,0.42,36.5,Fall,1
439,Microwave,1.56,1.1,Spring,5
21,Lights,0.82,0.3,Winter,5
293,Fridge,0.24,4.7,Winter,5
252,Computer,1.0,13.0,Fall,2
181,TV,0.58,-2.9,Winter,1
374,Lights,0.68,36.5,Summer,1
39,Lights,0.82,-6.8,Fall,1
468,Dishwasher,0.41,8.1,Summer,1
390,Heater,2.62,12.0,Summer,5
404,Washing Machine,1.87,4.2,Spring,4
349,Air Conditioning,4.97,15.2,Winter,4
275,Oven,1.06,16.0,Fall,3
415,TV,0.31,5.5,Winter,3
432,Fridge,0.13,18.4,Fall,4
218,Microwave,1.51,-4.6,Spring,5
371,Heater,4.55,23.9,Fall,1
354,Heater,2.96,6.2,Winter,4
436,Heater,2.51,11.8,Spring,1
78,Computer,0.77,38.9,Fall,2
489,Oven,0.67,20.9,Spring,5
22,Washing Machine,1.85,-6.4,Spring,5
43,Fridge,0.46,37.3,Spring,2
356,Microwave,0.52,-5.4,Fall,4
130,Lights,0.82,35.0,Fall,1
464,Fridge,0.49,-5.7,Winter,2
17,Dishwasher,1.21,18.5,Spring,5
299,Microwave,1.74,-3.3,Winter,1
260,Washing Machine,1.11,13.1,Summer,4
132,TV,0.35,13.1,Winter,2
267,Washing Machine,0.83,19.0,Winter,4
490,Fridge,0.19,3.8,Summer,3
483,Dishwasher,0.97,8.9,Spring,1
30,Oven,0.86,13.7,Spring,5
450,Dishwasher,1.92,-6.9,Spring,1
351,Washing Machine,1.0,12.3,Fall,3
452,Dishwasher,0.8,16.6,Fall,3
4,Lights,1.09,33.4,Summer,1
360,Oven,1.42,-6.3,Summer,5
249,Microwave,1.04,15.1,Spring,3
130,Computer,1.18,13.3,Fall,4
285,Washing Machine,0.54,-2.7,Winter,1
476,Air Conditioning,2.62,19.1,Winter,5
245,Washing Machine,1.06,36.7,Summer,4
457,TV,0.36,24.1,Summer,4
480,Air Conditioning,3.83,15.9,Fall,3
464,Microwave,1.37,-8.2,Summer,3
117,Lights,0.32,25.1,Winter,1
215,Oven,0.65,-3.7,Winter,4
450,Air Conditioning,2.73,5.7,Spring,4
402,Lights,1.07,8.1,Summer,2
91,Washing Machine,1.62,10.6,Summer,2
46,Heater,3.43,9.7,Fall,2
478,Air Conditioning,4.87,22.1,Winter,1
128,TV,1.91,-8.8,Winter,2
10,Lights,0.83,4.3,Spring,2
391,Microwave,1.17,-4.2,Winter,1
304,Computer,1.46,10.4,Spring,1
131,Microwave,1.41,2.2,Spring,4
156,Computer,1.6,-6.0,Spring,4
446,Fridge,0.16,10.7,Fall,1
401,Lights,1.06,33.8,Winter,3
56,Microwave,1.0,-2.6,Spring,5
308,Computer,0.45,5.1,Summer,2
474,Air Conditioning,2.22,-3.0,Summer,4
7,Microwave,0.68,29.6,Winter,5
289,Oven,1.02,-4.6,Summer,3
26,Computer,1.28,16.1,Summer,4
476,Washing Machine,0.99,-3.6,Summer,3
228,Computer,1.74,-3.1,Winter,4
337,Heater,4.97,9.8,Winter,4
50,Microwave,0.86,4.4,Winter,2
94,TV,0.91,24.3,Spring,4
333,Lights,0.78,17.8,Winter,1
268,Computer,1.67,31.0,Spring,5
194,Heater,4.47,-7.7,Spring,1
98,Dishwasher,1.99,-1.7,Summer,3
66,Computer,1.89,4.1,Winter,3
423,Heater,3.95,35.0,Spring,1
453,TV,1.25,17.6,Summer,2
213,Washing Machine,1.94,34.8,Spring,1
202,Washing Machine,0.74,-4.7,Summer,4
169,Computer,1.76,29.2,Fall,1
335,Heater,3.24,3.3,Summer,3
89,Microwave,0.51,-5.8,Fall,1
92,Air Conditioning,2.96,-7.0,Summer,3
98,TV,1.25,39.2,Spring,3
319,Computer,1.71,-8.4,Summer,3
355,Air Conditioning,3.78,32.0,Fall,5
351,Oven,1.8,14.7,Winter,4
244,Computer,0.46,24.7,Winter,4
353,TV,1.13,33.0,Spring,3
201,TV,0.48,3.9,Summer,1
255,Heater,2.23,18.4,Fall,4
268,Lights,1.01,36.5,Spring,4
124,Dishwasher,1.24,-5.5,Spring,5
347,Dishwasher,0.61,3.4,Spring,3
52,Microwave,0.48,7.3,Fall,2
226,Lights,1.36,0.4,Winter,3
246,Lights,1.03,12.5,Fall,3
225,Oven,1.33,13.3,Fall,4
469,Heater,3.28,17.0,Summer,5
282,Air Conditioning,2.9,6.1,Fall,4
238,Computer,1.59,34.0,Fall,1
99,Oven,1.46,18.8,Winter,3
384,Computer,1.63,18.3,Fall,3
250,Heater,3.9,32.0,Fall,2
201,TV,0.25,39.3,Summer,3
14,Air Conditioning,3.3,13.6,Spring,4
429,Microwave,1.53,-0.1,Fall,1
146,Dishwasher,0.49,36.4,Summer,2
12,Computer,1.04,6.4,Summer,1
254,Lights,1.63,3.7,Summer,2
374,Microwave,1.55,-0.6,Fall,4
32,Oven,1.92,31.7,Summer,2
180,Lights,1.67,3.2,Fall,3
309,Air Conditioning,4.03,27.5,Winter,1
297,Oven,1.89,15.6,Fall,1
66,Oven,0.6,37.6,Spring,1
321,Washing Machine,1.09,25.1,Fall,1
355,Microwave,1.56,27.6,Fall,2
467,Air Conditioning,2.07,27.9,Summer,3
96,Dishwasher,1.46,-5.9,Summer,2
262,Washing Machine,0.71,15.6,Summer,4
478,Oven,1.76,21.7,Winter,3
313,Washing Machine,1.09,13.9,Winter,5
401,TV,0.87,22.9,Winter,1
111,TV,1.69,37.3,Fall,3
20,Washing Machine,1.4,-2.2,Winter,2
218,Heater,3.04,23.3,Spring,4
43,Oven,0.81,0.9,Spring,5
270,Lights,1.07,18.0,Spring,5
479,Lights,1.86,18.3,Spring,2
73,Oven,0.48,3.1,Spring,1
371,Lights,0.61,35.2,Winter,4
417,Oven,0.38,9.5,Summer,1
115,Heater,2.56,-3.6,Winter,3
430,Fridge,0.38,1.8,Winter,1
454,Air Conditioning,3.68,-5.1,Summer,4
21,Air Conditioning,2.78,6.5,Fall,3
422,Oven,1.94,-2.8,Summer,4
309,Air Conditioning,4.71,22.8,Fall,4
470,Heater,3.17,-8.2,Winter,2
459,Fridge,0.23,34.0,Summer,5
344,Air Conditioning,3.02,-4.2,Spring,5
91,Microwave,1.44,-8.4,Summer,5
447,Lights,1.69,2.9,Spring,3
491,Washing Machine,1.62,20.6,Fall,4
468,Air Conditioning,4.61,3.1,Winter,4
221,Washing Machine,1.72,-4.7,Winter,2
233,Microwave,0.41,14.9,Winter,3
