Home ID,Appliance Type,Energy Consumption (kWh),Time,Date,Outdoor Temperature (ï¿½ï,Season,Household Size
38,Fridge,0.15,14:58,01-03-2023,2.2,Winter,4
136,Oven,0.31,00:13,13-04-2023,12.1,Spring,4
176,Microwave,1.85,16:09,29-10-2023,12.7,Fall,5
13,Oven,1.88,21:00,20-04-2023,-9.3,Spring,3
464,Microwave,1.93,23:07,06-09-2023,3.4,Summer,2
178,Oven,1.34,10:39,06-02-2023,-1.5,Winter,3
216,Fridge,0.49,15:52,24-12-2023,39.8,Fall,4
218,Microwave,1.65,20:01,26-03-2023,30.6,Winter,1
289,Heater,4.87,17:57,03-01-2023,26.8,Winter,2
325,Oven,0.26,15:34,06-07-2023,-5.1,Summer,4
369,Oven,0.6,09:54,24-08-2023,-1.6,Summer,3
269,TV,0.58,21:50,11-11-2023,31.3,Fall,2
276,TV,1.71,16:32,11-10-2023,7.1,Fall,2
88,Heater,3.04,19:28,10-07-2023,11.3,Summer,2
390,Air Conditioning,2.41,19:21,24-10-2023,34.7,Fall,4
377,Air Conditioning,3.08,22:37,14-01-2023,33.3,Winter,2
7,Fridge,0.2,03:51,22-10-2023,30.5,Fall,4
366,TV,1.59,02:48,23-12-2023,4.1,Fall,3
296,Fridge,0.18,01:23,27-06-2023,19.4,Spring,5
307,Heater,3.53,08:58,09-02-2023,0.2,Winter,2
88,Lights,0.57,01:18,29-12-2023,8.7,Fall,4
487,Washing Machine,0.29,12:47,30-01-2023,-3.2,Winter,4
417,Dishwasher,0.85,21:23,13-01-2023,5.2,Winter,5
109,Oven,1.3,04:18,24-11-2023,-3,Fall,1
400,Microwave,1.5,07:02,09-07-2023,5.5,Summer,4
246,Microwave,0.36,20:09,23-12-2023,20.6,Fall,5
80,Computer,1.04,16:48,28-03-2023,15,Winter,3
201,Microwave,1.17,09:00,05-12-2023,18,Fall,2
303,Lights,0.83,01:11,01-04-2023,6.5,Spring,2
190,Computer,0.33,11:29,10-11-2023,36.3,Fall,5
325,Washing Machine,1.17,00:13,15-10-2023,18.6,Fall,2
93,Computer,1.46,08:05,09-10-2023,10.5,Fall,3
96,TV,0.73,01:20,01-09-2023,29.4,Summer,4
189,Heater,2.36,18:37,02-02-2023,31.4,Winter,3
241,Air Conditioning,3.49,10:05,19-12-2023,4.8,Fall,4
393,Lights,0.94,13:16,15-03-2023,31,Winter,5
403,Fridge,0.4,10:57,22-04-2023,34.7,Spring,5
64,Washing Machine,1.89,14:35,16-06-2023,34.6,Spring,5
391,Air Conditioning,2.04,01:46,16-05-2023,39.9,Spring,2
395,Fridge,0.4,08:40,04-09-2023,17.2,Summer,5
290,Dishwasher,1.28,05:29,18-12-2023,30.1,Fall,1
352,Microwave,1.01,00:28,17-03-2023,15.1,Winter,3
293,Heater,3.61,04:14,02-08-2023,38,Summer,5
119,Fridge,0.25,14:31,29-04-2023,1.9,Spring,1
484,Computer,0.21,17:54,25-02-2023,-8.4,Winter,3
165,Computer,1.09,22:31,25-01-2023,6.5,Winter,5
499,TV,0.3,21:53,01-07-2023,-5.3,Summer,5
43,Air Conditioning,3.58,02:39,13-04-2023,3.3,Spring,2
397,TV,1.07,00:21,08-09-2023,32.6,Summer,1
416,Heater,2.85,05:00,06-02-2023,12.2,Winter,3
435,Lights,0.42,17:23,17-02-2023,17,Winter,1
286,Fridge,0.12,18:24,18-12-2023,24.5,Fall,5
288,Computer,1.56,08:57,03-08-2023,-2,Summer,1
60,Microwave,0.85,18:44,07-07-2023,-1.5,Summer,3
29,Heater,2.52,00:34,16-01-2023,24.8,Winter,1
196,Washing Machine,0.23,07:35,25-10-2023,17.2,Fall,1
273,Lights,1.42,18:08,01-11-2023,0.7,Fall,2
171,Computer,0.43,18:16,03-05-2023,18.9,Spring,3
317,Microwave,0.27,21:36,23-07-2023,5.8,Summer,5
287,Air Conditioning,3.85,23:50,24-06-2023,4.9,Spring,4
58,Dishwasher,0.54,02:59,20-08-2023,28.9,Summer,2
449,Fridge,0.48,10:22,27-04-2023,7.9,Spring,2
11,Oven,1.49,06:30,08-09-2023,28.6,Summer,3
421,Air Conditioning,4.91,14:46,15-07-2023,9.8,Summer,4
22,Lights,0.92,20:25,20-05-2023,27.7,Spring,2
216,Lights,0.26,09:32,16-12-2023,2.9,Fall,4
124,Air Conditioning,3.13,11:45,07-06-2023,34.3,Spring,4
366,Computer,0.95,10:47,10-12-2023,21.9,Fall,3
398,Oven,1.34,19:45,21-04-2023,24.3,Spring,4
417,Washing Machine,1.27,21:37,06-11-2023,6.9,Fall,3
261,Dishwasher,1.16,03:29,28-02-2023,5.4,Winter,3
70,Lights,0.25,00:37,29-03-2023,18.3,Winter,2
182,Heater,2.36,03:38,21-04-2023,19.2,Spring,3
201,Computer,1.87,18:32,31-05-2023,12.4,Spring,1
493,Heater,4.21,14:53,14-03-2023,26.7,Winter,5
304,Computer,0.67,03:01,13-07-2023,-4.6,Summer,3
386,Air Conditioning,3.28,12:14,09-09-2023,-8.1,Summer,2
424,Computer,0.37,00:47,13-10-2023,16.6,Fall,2
2,Fridge,0.15,00:38,15-01-2023,-1.8,Winter,5
114,Lights,0.8,10:12,27-11-2023,29.6,Fall,2
391,Lights,0.95,17:52,23-03-2023,10.8,Winter,5
465,Dishwasher,1.86,01:40,10-07-2023,16.3,Summer,3
372,Computer,1.37,09:14,27-08-2023,-2.3,Summer,4
492,Lights,1.76,15:52,25-03-2023,36.1,Winter,2
181,Fridge,0.16,09:35,11-11-2023,32.8,Fall,5
29,Computer,0.36,23:10,17-02-2023,38.3,Winter,1
436,Dishwasher,1.7,12:14,26-11-2023,14.7,Fall,2
385,Lights,1.5,21:20,15-10-2023,1.3,Fall,3
194,Computer,1.7,04:37,02-07-2023,17.8,Summer,4
424,Lights,1,00:57,27-03-2023,-0.9,Winter,5
254,Oven,1.31,14:29,17-05-2023,-2.2,Spring,2
218,Heater,2.44,19:39,04-06-2023,26.7,Spring,5
294,TV,1.47,08:47,09-01-2023,19.5,Winter,4
485,Lights,0.94,12:05,02-10-2023,27.2,Fall,3
141,TV,0.34,18:09,20-04-2023,19,Spring,5
303,Heater,3.71,04:20,25-01-2023,25.5,Winter,4
221,TV,1.74,04:40,18-08-2023,33.5,Summer,4
482,Lights,0.76,17:56,02-12-2023,1.3,Fall,2
391,Air Conditioning,2.85,16:53,14-07-2023,2.8,Summer,4
302,Washing Machine,1.97,07:58,19-03-2023,23,Winter,4
451,TV,1.59,22:40,03-10-2023,33.7,Fall,2
420,Lights,1.3,06:31,01-02-2023,12.2,Winter,4
386,Oven,1.58,05:25,29-11-2023,7.3,Fall,1
415,Heater,3.23,23:45,19-09-2023,14,Summer,5
493,Microwave,0.68,18:06,13-03-2023,11.6,Winter,1
444,Fridge,0.16,23:15,26-07-2023,17.7,Summer,1
105,Oven,1.64,22:30,28-06-2023,6.5,Spring,5
139,Oven,0.79,09:48,12-11-2023,5.1,Fall,5
151,Washing Machine,1.06,12:35,23-11-2023,9.2,Fall,5
248,Heater,4.48,01:45,21-04-2023,2.1,Spring,5
268,Microwave,0.83,09:48,02-07-2023,32.2,Summer,4
68,Air Conditioning,3.49,07:46,28-06-2023,3,Spring,4
17,Computer,1.49,21:11,22-05-2023,17.8,Spring,5
269,TV,0.99,15:46,27-08-2023,0.6,Summer,5
22,Dishwasher,0.41,00:45,01-02-2023,21.8,Winter,5
125,Dishwasher,1.78,02:52,24-12-2023,-9.4,Fall,5
321,Fridge,0.24,14:02,22-02-2023,27.3,Winter,2
69,Heater,4.99,19:27,21-01-2023,16.1,Winter,1
171,Lights,1.31,22:01,06-12-2023,25.6,Fall,2
424,Oven,0.26,15:07,20-11-2023,-0.9,Fall,4
313,Dishwasher,1.51,04:28,03-04-2023,15.9,Spring,1
153,Dishwasher,0.26,01:27,19-03-2023,3.6,Winter,3
425,TV,1.31,23:09,30-03-2023,-2.6,Winter,2
144,Dishwasher,1.42,07:59,26-04-2023,27.6,Spring,4
359,Oven,1.6,09:09,19-10-2023,-4.3,Fall,2
89,Dishwasher,1.29,19:34,02-11-2023,23.3,Fall,1
354,Air Conditioning,4.58,17:38,28-08-2023,29.3,Summer,3
82,Fridge,0.37,18:59,18-11-2023,-9.5,Fall,3
368,Air Conditioning,4.23,16:37,20-11-2023,24.6,Fall,5
137,TV,1.39,12:06,07-08-2023,13.5,Summer,2
300,Lights,1.11,01:40,15-06-2023,14.5,Spring,5
128,Computer,1.58,12:27,30-06-2023,37.1,Spring,3
417,Dishwasher,1.48,03:17,13-03-2023,36,Winter,4
52,Washing Machine,1.42,16:03,15-08-2023,23.4,Summer,1
216,Heater,2.57,19:23,24-05-2023,28.8,Spring,2
499,Microwave,0.3,22:22,30-09-2023,-4.5,Summer,3
388,Washing Machine,1.73,12:45,19-04-2023,22,Spring,4
396,Air Conditioning,2.11,13:28,16-11-2023,-8.1,Fall,5
407,Microwave,0.68,04:57,17-04-2023,38.9,Spring,4
126,Lights,0.3,07:55,09-05-2023,19.4,Spring,5
78,Lights,0.94,00:56,05-07-2023,-6.3,Summer,3
102,Computer,0.95,07:25,04-10-2023,25.6,Fall,5
157,Lights,1.82,23:38,13-05-2023,4.6,Spring,2
378,Microwave,1.26,04:40,31-05-2023,37.9,Spring,4
97,Fridge,0.4,13:42,15-07-2023,16.3,Summer,4
48,Lights,1.71,23:36,23-09-2023,0.8,Summer,2
347,Air Conditioning,3.19,10:07,14-06-2023,4.1,Spring,3
65,Computer,1.31,01:30,15-01-2023,35.9,Winter,1
61,Heater,4.45,16:42,17-07-2023,31.6,Summer,3
167,TV,1.15,06:29,07-11-2023,-1.3,Fall,4
488,TV,0.32,16:06,21-08-2023,-1.8,Summer,3
81,Computer,1.16,13:11,07-03-2023,-5.4,Winter,3
312,TV,0.37,03:20,12-10-2023,-1.5,Fall,2
286,Oven,0.59,06:17,29-03-2023,36.5,Winter,2
212,Dishwasher,1.63,08:53,03-08-2023,38.3,Summer,1
118,Heater,2.34,08:20,26-09-2023,-3.4,Summer,3
443,Dishwasher,1.36,02:18,25-07-2023,10.2,Summer,1
420,Oven,1.3,23:04,26-05-2023,31.8,Spring,1
328,Oven,1.93,08:28,22-06-2023,9.1,Spring,3
460,Heater,4.65,01:03,14-03-2023,10.2,Winter,3
262,Fridge,0.19,08:20,22-03-2023,13.6,Winter,1
294,Air Conditioning,4.49,14:18,07-07-2023,0.6,Summer,5
180,Dishwasher,0.56,23:11,23-10-2023,23.3,Fall,4
94,Air Conditioning,2.4,21:05,19-06-2023,-5.2,Spring,3
49,Fridge,0.36,13:12,30-09-2023,18,Summer,1
488,Computer,1.46,01:18,08-04-2023,-8.7,Spring,2
309,Microwave,0.3,00:04,20-08-2023,-9.4,Summer,5
101,Lights,1.44,13:57,03-01-2023,3.2,Winter,4
323,Computer,0.98,04:03,13-10-2023,17.3,Fall,5
185,Fridge,0.26,20:03,02-04-2023,28.1,Spring,1
92,TV,1.67,15:26,14-02-2023,-0.2,Winter,1
345,TV,0.29,18:17,27-05-2023,28.7,Spring,2
415,Air Conditioning,4.28,21:38,02-03-2023,28.9,Winter,3
432,TV,0.86,14:43,19-02-2023,36.7,Winter,5
269,Lights,1.33,09:59,19-10-2023,24.6,Fall,5
378,Lights,0.57,08:37,29-06-2023,-0.2,Spring,5
460,Computer,0.25,01:07,04-06-2023,5.7,Spring,4
282,Oven,1.43,00:07,20-09-2023,4.2,Summer,2
303,TV,1.12,21:36,01-02-2023,27.5,Winter,4
45,Computer,1.96,04:09,09-07-2023,-2.8,Summer,5
288,Dishwasher,1.16,07:15,02-07-2023,-2.9,Summer,4
167,Microwave,1.2,20:06,19-04-2023,-4.4,Spring,4
469,Microwave,1.23,05:55,14-02-2023,-2.8,Winter,2
102,Air Conditioning,3.63,07:53,16-05-2023,17.9,Spring,5
200,Oven,1.81,03:51,20-05-2023,28.5,Spring,2
98,Oven,1.78,04:19,25-11-2023,3.2,Fall,4
82,Dishwasher,1.69,22:37,17-01-2023,-8.8,Winter,5
240,TV,0.56,18:20,04-03-2023,24,Winter,1
2,Microwave,1.72,19:45,10-08-2023,20.3,Summer,2
422,Microwave,1.07,04:15,16-01-2023,30.4,Winter,3
123,Dishwasher,1.07,14:59,12-04-2023,-7.9,Spring,1
308,Microwave,1.61,21:50,25-05-2023,20.2,Spring,3
165,Oven,1.1,10:46,20-01-2023,30.4,Winter,5
247,Washing Machine,0.95,12:11,31-07-2023,25,Summer,2
72,Microwave,1.51,10:46,18-07-2023,31.1,Summer,4
429,Lights,0.65,07:30,07-10-2023,18.9,Fall,1
206,Computer,0.71,02:25,05-04-2023,34.8,Spring,4
500,Fridge,0.19,13:39,11-12-2023,16,Fall,4
120,Washing Machine,1.52,20:10,18-12-2023,-1.9,Fall,5
344,Microwave,0.23,01:44,23-08-2023,29.7,Summer,2
331,Heater,2.7,05:00,11-04-2023,3.4,Spring,1
237,Microwave,0.89,16:43,24-03-2023,7.7,Winter,1
182,Air Conditioning,2.01,10:53,27-10-2023,18.4,Fall,5
351,Lights,0.46,07:23,11-10-2023,-5.2,Fall,2
405,Microwave,0.25,19:03,08-12-2023,-7.9,Fall,2
91,Fridge,0.43,04:55,18-10-2023,7.8,Fall,2
432,Oven,1.03,04:57,04-10-2023,15,Fall,2
261,TV,1.7,14:21,08-01-2023,17.6,Winter,5
83,Washing Machine,0.7,18:47,02-09-2023,2.6,Summer,5
437,Fridge,0.4,09:30,07-08-2023,19.3,Summer,4
124,Microwave,0.62,05:48,01-05-2023,12.8,Spring,4
400,Computer,0.2,16:53,24-02-2023,-6.4,Winter,4
47,Oven,0.21,18:40,31-10-2023,38.1,Fall,2
17,Heater,2.37,09:09,21-07-2023,28.3,Summer,3
291,Microwave,0.43,02:12,18-03-2023,23.1,Winter,3
489,Fridge,0.16,05:15,19-02-2023,22,Winter,3
39,Oven,1.54,10:22,07-04-2023,-2.3,Spring,3
445,Oven,0.73,22:49,05-09-2023,-0.2,Summer,4
122,Air Conditioning,3.32,09:26,13-02-2023,21.8,Winter,5
211,Fridge,0.27,15:11,17-06-2023,-4.3,Spring,4
355,Air Conditioning,4.18,20:04,10-10-2023,33.4,Fall,4
472,Microwave,1.97,19:20,07-05-2023,35.5,Spring,2
7,Dishwasher,1.59,09:23,26-10-2023,28.9,Fall,1
29,Oven,1.08,22:10,05-03-2023,37.3,Winter,3
14,Lights,0.43,21:02,11-02-2023,30,Winter,1
424,Fridge,0.31,13:13,29-11-2023,-6,Fall,5
7,Washing Machine,0.93,17:02,26-09-2023,39.4,Summer,5
400,TV,1.74,21:08,26-11-2023,31.7,Fall,4
23,TV,1.46,20:55,03-12-2023,15.9,Fall,3
114,Dishwasher,1.12,22:21,21-09-2023,16.9,Summer,1
479,Computer,1.31,14:45,07-03-2023,16.2,Winter,1
497,Heater,2.65,21:28,18-08-2023,24,Summer,4
370,Microwave,1.51,01:18,28-08-2023,21.9,Summer,3
42,Lights,1.32,07:13,23-04-2023,-6.2,Spring,1
71,TV,1.55,07:25,27-12-2023,-3.8,Fall,1
358,Fridge,0.35,21:40,05-05-2023,5.9,Spring,3
233,Washing Machine,1.71,20:36,28-01-2023,6,Winter,3
300,Microwave,1.33,11:45,21-04-2023,10.5,Spring,3
334,Fridge,0.3,11:09,02-02-2023,0.3,Winter,4
244,Air Conditioning,4.74,08:37,08-09-2023,7.8,Summer,5
206,Washing Machine,1.51,02:55,07-01-2023,-2.5,Winter,2
465,Computer,1.63,03:01,12-05-2023,3.1,Spring,4
74,Microwave,0.53,01:56,20-03-2023,-3.7,Winter,1
386,Air Conditioning,3.49,00:59,28-12-2023,9.1,Fall,1
27,Air Conditioning,5,01:50,06-06-2023,26,Spring,1
400,Computer,0.7,06:24,07-04-2023,39.1,Spring,1
166,Lights,1.81,18:52,18-06-2023,12.3,Spring,5
278,Lights,1.86,22:52,26-04-2023,11.1,Spring,4
243,Air Conditioning,4.6,04:08,30-07-2023,-1.2,Summer,2
30,Heater,4.45,09:40,07-07-2023,16.7,Summer,1
308,Dishwasher,1.31,19:37,11-04-2023,36.2,Spring,3
137,Oven,0.76,23:39,24-12-2023,12.2,Fall,1
433,Washing Machine,1.96,20:19,14-02-2023,35.8,Winter,4
282,Microwave,0.37,14:24,24-07-2023,-6.8,Summer,3
496,Oven,0.74,07:27,25-06-2023,1.4,Spring,4
313,Air Conditioning,2.28,01:02,03-09-2023,20.7,Summer,4
375,Heater,3.56,07:26,24-06-2023,18.2,Spring,5
394,Dishwasher,1.27,22:37,02-07-2023,11.4,Summer,3
136,Dishwasher,0.26,10:43,11-08-2023,28.2,Summer,5
218,Fridge,0.28,22:47,16-02-2023,27.7,Winter,2
437,Lights,1.99,04:26,21-03-2023,15.3,Winter,1
198,Washing Machine,1.2,05:40,09-10-2023,5.4,Fall,4
408,Dishwasher,0.53,01:32,05-10-2023,31,Fall,1
283,Microwave,1.25,02:15,09-07-2023,-3.2,Summer,5
330,Microwave,1.02,14:24,13-01-2023,20.5,Winter,5
386,TV,1.43,05:42,25-12-2023,7.1,Fall,2
148,Dishwasher,0.97,06:21,23-10-2023,35.1,Fall,5
48,Lights,1.81,09:44,12-10-2023,-4.6,Fall,2
87,Computer,0.72,19:12,31-10-2023,39.2,Fall,3
61,Fridge,0.34,11:53,30-07-2023,8.5,Summer,3
251,TV,1,07:41,29-03-2023,-9.1,Winter,1
19,Fridge,0.41,02:50,29-03-2023,28.8,Winter,1
234,Fridge,0.41,02:03,28-11-2023,12.2,Fall,1
150,Lights,1.41,21:50,26-11-2023,33.4,Fall,2
73,Lights,0.71,09:10,06-08-2023,-5.8,Summer,4
219,Air Conditioning,4.6,06:07,21-03-2023,8.2,Winter,2
100,TV,0.37,05:20,07-05-2023,18.4,Spring,1
51,TV,0.52,19:12,22-09-2023,19.6,Summer,5
382,Heater,4.49,10:44,05-12-2023,27.8,Fall,3
240,Computer,0.48,08:56,21-03-2023,23.6,Winter,1
182,Air Conditioning,3.82,18:36,05-01-2023,10.1,Winter,3
185,Dishwasher,1.14,06:06,27-01-2023,1.8,Winter,2
312,Washing Machine,0.34,02:48,11-07-2023,29.4,Summer,3
429,TV,0.54,11:39,16-03-2023,6.7,Winter,1
186,Washing Machine,0.5,11:11,26-08-2023,39.2,Summer,4
394,Dishwasher,0.32,20:01,26-05-2023,13,Spring,2
325,Washing Machine,0.88,00:55,27-04-2023,15.7,Spring,4
55,Lights,1.99,05:56,09-09-2023,28.4,Summer,5
336,Microwave,1.63,08:07,16-10-2023,-1,Fall,5
228,Lights,0.38,01:29,02-06-2023,11.1,Spring,1
355,Dishwasher,0.33,14:31,19-01-2023,13.1,Winter,1
412,Oven,1.98,23:55,02-11-2023,32.7,Fall,1
211,Oven,1.19,11:55,04-02-2023,16.4,Winter,3
186,Lights,1.49,11:34,13-12-2023,36.5,Fall,2
42,Fridge,0.36,12:02,13-10-2023,40,Fall,5
367,Heater,5,17:40,23-09-2023,-7.2,Summer,5
246,TV,1.61,16:51,01-07-2023,-5.9,Summer,2
345,Lights,0.78,16:31,19-02-2023,-3,Winter,2
313,Fridge,0.22,16:24,22-05-2023,22.2,Spring,1
492,Lights,1.81,03:27,23-03-2023,-5.9,Winter,2
390,Microwave,1.6,06:59,09-02-2023,-0.2,Winter,4
72,Microwave,0.79,21:41,10-12-2023,3.2,Fall,4
486,Lights,1.98,05:50,10-02-2023,34.5,Winter,5
217,Fridge,0.14,15:10,10-02-2023,1.8,Winter,1
214,Air Conditioning,3.39,22:23,21-04-2023,-1,Spring,5
383,Microwave,0.54,10:54,02-01-2023,-9.4,Winter,2
445,Washing Machine,1.86,21:10,01-03-2023,-7.7,Winter,2
131,TV,0.38,12:07,29-04-2023,18.6,Spring,1
58,Lights,0.23,05:21,04-02-2023,21.6,Winter,5
339,Dishwasher,0.3,07:51,11-03-2023,-3.9,Winter,5
224,Fridge,0.31,13:06,06-01-2023,16.2,Winter,1
66,Computer,1.54,08:09,21-08-2023,39.5,Summer,3
477,Computer,0.99,12:24,25-04-2023,26.2,Spring,1
390,Computer,1.73,04:48,27-02-2023,24.2,Winter,4
32,Fridge,0.31,16:13,24-11-2023,21.2,Fall,4
108,Fridge,0.47,05:58,18-09-2023,-4.5,Summer,3
319,Dishwasher,0.68,15:14,15-03-2023,20.6,Winter,3
415,TV,1.73,23:43,13-06-2023,-9.4,Spring,2
328,Computer,1.08,09:27,07-05-2023,33.4,Spring,3
480,Heater,2.46,22:46,15-09-2023,10.2,Summer,3
445,Microwave,0.74,00:04,08-02-2023,5,Winter,1
362,Air Conditioning,4.26,09:41,27-05-2023,27.2,Spring,4
106,Washing Machine,0.97,05:08,17-12-2023,14.2,Fall,4
93,Washing Machine,1.38,03:35,06-09-2023,9.2,Summer,5
414,Air Conditioning,3.56,11:01,08-07-2023,20.3,Summer,5
206,Oven,1.41,20:29,24-04-2023,25,Spring,5
228,Computer,1.31,09:28,21-05-2023,35.6,Spring,3
82,Fridge,0.23,22:48,19-09-2023,19.1,Summer,3
67,Computer,0.47,19:05,07-01-2023,6.4,Winter,2
100,Lights,1.36,13:14,02-01-2023,29.4,Winter,4
173,Washing Machine,0.56,00:59,16-03-2023,16.8,Winter,2
499,TV,0.26,07:20,16-02-2023,-5.2,Winter,1
319,Air Conditioning,4.06,00:25,06-04-2023,36.4,Spring,5
231,Oven,1.42,08:27,21-10-2023,-1.8,Fall,3
372,Dishwasher,1.8,06:14,04-03-2023,-0.6,Winter,2
45,Washing Machine,0.39,13:03,21-03-2023,-4.1,Winter,1
227,Air Conditioning,2.24,23:33,11-06-2023,18.6,Spring,3
328,Lights,0.32,10:22,08-10-2023,15.4,Fall,3
145,TV,1.74,15:47,11-05-2023,-4.2,Spring,2
158,Lights,1.08,20:19,29-04-2023,30.3,Spring,2
275,Lights,0.95,07:12,14-06-2023,15.4,Spring,5
105,Air Conditioning,2.99,15:22,06-06-2023,-0.2,Spring,1
208,Fridge,0.41,21:42,14-09-2023,8.4,Summer,2
309,Air Conditioning,2.72,09:17,09-02-2023,28.6,Winter,3
358,Computer,1.99,21:53,29-08-2023,1.1,Summer,5
288,Dishwasher,1.78,06:50,29-08-2023,-6.7,Summer,2
391,Microwave,0.29,03:29,17-02-2023,12.9,Winter,1
436,Dishwasher,0.56,16:00,26-11-2023,21.1,Fall,2
264,Washing Machine,0.3,11:18,22-10-2023,7.6,Fall,5
111,Dishwasher,1.13,11:06,04-05-2023,30.5,Spring,3
111,Washing Machine,0.35,14:50,18-04-2023,34.9,Spring,1
264,Heater,2.61,14:29,15-06-2023,32.2,Spring,2
16,Air Conditioning,2.72,05:48,02-02-2023,6,Winter,4
230,Microwave,1.29,13:33,04-01-2023,-4.7,Winter,3
279,Air Conditioning,2.97,07:49,25-01-2023,6.7,Winter,2
345,Microwave,1.88,10:58,11-12-2023,39,Fall,4
200,Microwave,1.25,06:38,11-06-2023,34.3,Spring,4
210,Computer,1.79,15:03,22-08-2023,-1.9,Summer,1
355,Microwave,0.32,01:52,08-07-2023,9.2,Summer,3
136,Lights,1.87,01:55,31-08-2023,6.1,Summer,3
70,Computer,1.18,13:06,11-05-2023,27.3,Spring,2
429,Oven,0.73,16:54,04-08-2023,20.6,Summer,2
394,Dishwasher,1.68,03:20,20-08-2023,-2,Summer,2
260,Lights,1.8,12:02,06-02-2023,37.5,Winter,4
108,Fridge,0.23,22:12,22-06-2023,23.3,Spring,4
260,Heater,3.03,21:16,16-10-2023,37.6,Fall,2
320,Heater,3.09,13:33,01-11-2023,-0.6,Fall,4
474,Microwave,0.53,04:47,13-01-2023,39.1,Winter,1
79,TV,0.38,01:50,08-07-2023,6,Summer,4
396,Computer,0.81,03:39,18-04-2023,0.1,Spring,1
316,Air Conditioning,4.79,00:00,22-04-2023,6.1,Spring,4
240,Computer,1.93,08:44,24-11-2023,16,Fall,5
250,Fridge,0.36,02:47,27-11-2023,22.1,Fall,2
355,Fridge,0.27,19:29,23-06-2023,24.2,Spring,1
107,Air Conditioning,2.78,23:52,13-08-2023,1.5,Summer,1
491,Heater,3.31,02:52,17-07-2023,37.8,Summer,1
287,Microwave,0.86,00:30,11-08-2023,-7.5,Summer,5
198,Dishwasher,0.85,17:15,07-10-2023,26.9,Fall,3
27,Washing Machine,0.95,21:18,20-06-2023,31,Spring,1
161,Microwave,0.54,08:45,12-10-2023,21.7,Fall,2
207,Fridge,0.46,12:31,11-10-2023,21.8,Fall,2
45,Air Conditioning,4.5,14:36,02-11-2023,30,Fall,4
194,Oven,1.48,10:29,14-08-2023,2.7,Summer,4
499,Washing Machine,1.18,09:05,30-11-2023,33.8,Fall,4
313,Microwave,1.95,09:41,30-07-2023,-8.9,Summer,2
369,Air Conditioning,2.75,05:51,29-11-2023,17.6,Fall,2
176,Heater,3.14,20:55,18-03-2023,23.2,Winter,1
193,TV,1,07:42,03-03-2023,8.7,Winter,3
8,Dishwasher,0.95,14:12,09-02-2023,15.5,Winter,2
460,Microwave,0.57,02:25,10-09-2023,18.6,Summer,1
124,Oven,0.83,04:11,30-05-2023,13.1,Spring,1
348,Washing Machine,1.84,10:05,21-11-2023,33.2,Fall,2
242,Dishwasher,0.9,13:08,23-04-2023,13.4,Spring,3
430,Dishwasher,0.3,22:35,06-04-2023,24.4,Spring,2
163,Air Conditioning,3.62,18:53,06-06-2023,-2.6,Spring,4
443,Dishwasher,0.51,01:17,01-07-2023,9.4,Summer,2
136,Dishwasher,0.29,11:55,17-04-2023,21,Spring,4
422,Heater,3.07,06:21,18-05-2023,21.8,Spring,5
75,Dishwasher,1.2,23:56,20-04-2023,20,Spring,2
154,Heater,4.28,12:31,11-11-2023,18.2,Fall,2
478,Lights,0.4,00:14,17-08-2023,2.5,Summer,2
130,TV,1.37,14:40,11-12-2023,6.1,Fall,3
343,Microwave,0.53,08:16,12-03-2023,22.3,Winter,4
212,TV,1.52,15:43,30-12-2023,17.6,Fall,4
209,Air Conditioning,2.71,05:32,28-12-2023,33.6,Fall,3
8,Washing Machine,1.25,22:43,06-10-2023,5.4,Fall,1
115,Air Conditioning,2.75,13:30,27-07-2023,4.9,Summer,4
488,Heater,2.85,14:27,20-03-2023,13.8,Winter,4
9,Air Conditioning,2.28,19:13,16-11-2023,-6.4,Fall,3
425,Computer,1.79,13:54,20-05-2023,-9.7,Spring,2
161,Oven,1.47,20:13,19-03-2023,37,Winter,5
13,Dishwasher,1.21,14:13,23-11-2023,22.9,Fall,3
301,Air Conditioning,4.53,21:07,22-03-2023,13.2,Winter,3
55,Heater,2.18,03:49,29-12-2023,3,Fall,1
442,TV,1,03:27,01-06-2023,30.8,Spring,5
433,Lights,1.69,06:41,21-11-2023,-8.6,Fall,3
69,Microwave,0.98,21:48,22-06-2023,27.4,Spring,2
206,Oven,1.6,18:40,03-07-2023,-9.7,Summer,2
342,Lights,1.7,09:21,09-04-2023,-5.9,Spring,5
209,Computer,0.54,06:58,14-02-2023,35.6,Winter,4
273,Heater,2.64,22:56,23-06-2023,0,Spring,4
241,Fridge,0.15,06:52,05-12-2023,25.6,Fall,1
15,Computer,0.4,19:28,09-04-2023,31.1,Spring,3
250,Air Conditioning,4.43,05:47,15-05-2023,4.9,Spring,1
389,Heater,3.82,05:11,15-06-2023,-9.4,Spring,5
125,TV,0.88,00:50,28-03-2023,26,Winter,1
258,Oven,1.54,20:36,17-03-2023,18.5,Winter,1
393,Oven,1.65,23:40,02-12-2023,-6.1,Fall,3
123,Heater,3.84,22:25,03-12-2023,-3.2,Fall,2
199,Microwave,0.51,23:58,28-02-2023,-7.1,Winter,2
136,Computer,1.23,12:16,09-09-2023,-5.9,Summer,3
135,Dishwasher,0.77,04:03,26-03-2023,18.8,Winter,5
179,Oven,1.78,06:54,07-08-2023,28.2,Summer,5
364,Heater,5,22:13,11-10-2023,21.3,Fall,3
