timestamp,Home ID,Appliance Type,Energy Consumption (kWh),Outdoor Temperature (°C),Season,Household Size
2023-06-12 00:38:00,96,TV,1.21,17.8,Spring,2
2023-07-17 02:36:00,233,TV,0.24,2.1,Summer,1
2023-09-06 19:02:00,436,TV,0.29,-1.7,Summer,5
2023-06-30 18:07:00,234,TV,0.37,38.6,Spring,3
2023-04-06 06:33:00,93,Microwave,1.6,8.0,Spring,1
2023-08-09 23:50:00,482,Oven,1.96,19.4,Summer,1
2023-08-27 20:20:00,92,Oven,1.77,-10.0,Summer,4
2023-04-16 18:05:00,291,TV,0.67,30.0,Spring,4
2023-08-10 04:56:00,426,Oven,0.35,11.1,Summer,3
2023-11-26 11:50:00,246,Microwave,1.53,23.6,Fall,3
2023-04-18 04:17:00,480,Heater,2.24,-6.4,Spring,3
2023-03-08 23:12:00,358,Computer,0.35,24.1,Winter,3
2023-09-09 07:52:00,466,Oven,1.12,-2.7,Summer,3
2023-10-23 05:46:00,87,Dishwasher,0.55,-9.1,Fall,3
2023-09-01 14:47:00,223,Lights,1.08,-9.7,Summer,2
2023-08-13 06:17:00,179,Fridge,0.16,15.8,Summer,2
2023-05-13 18:24:00,194,Washing Machine,0.97,12.1,Spring,5
2023-09-09 04:10:00,374,Air Conditioning,3.58,30.5,Summer,3
2023-05-07 19:38:00,267,TV,1.43,14.8,Spring,1
2023-07-17 08:03:00,263,Lights,1.82,20.9,Summer,1
2023-10-02 07:52:00,431,Lights,0.98,26.3,Fall,3
2023-11-19 19:57:00,325,Oven,1.65,-9.1,Fall,2
2023-08-08 02:50:00,38,Heater,4.62,17.9,Summer,4
2023-03-13 18:01:00,3,Dishwasher,1.53,37.7,Winter,5
2023-02-11 05:04:00,325,Heater,3.88,36.1,Winter,3
2023-05-17 14:48:00,213,Dishwasher,0.27,34.0,Spring,5
2023-01-12 22:14:00,337,TV,1.01,33.6,Winter,4
2023-02-06 21:32:00,297,Washing Machine,1.56,6.7,Winter,4
2023-12-21 18:15:00,47,Fridge,0.14,6.6,Fall,1
2023-01-24 14:17:00,147,Oven,0.64,19.3,Winter,1
2023-05-14 11:20:00,133,Microwave,1.36,7.2,Spring,3
2023-05-06 16:31:00,473,Air Conditioning,4.64,-0.4,Spring,2
2023-04-12 15:35:00,316,Oven,0.47,18.7,Spring,3
2023-01-04 10:50:00,187,Computer,0.77,26.0,Winter,3
2023-05-09 09:26:00,328,Oven,1.32,-0.4,Spring,2
2023-03-29 06:54:00,431,Air Conditioning,2.16,5.5,Winter,3
2023-07-12 13:44:00,264,Microwave,0.55,38.5,Summer,2
2023-04-26 07:44:00,457,Fridge,0.33,26.0,Spring,1
2023-05-31 03:57:00,181,TV,1.54,10.2,Spring,3
2023-04-26 00:20:00,138,Microwave,1.2,22.6,Spring,3
2023-09-08 05:28:00,180,Air Conditioning,4.41,0.1,Summer,3
2023-07-27 02:56:00,383,TV,0.26,35.4,Summer,5
2023-06-23 15:14:00,42,TV,0.34,-7.8,Spring,1
2023-07-06 06:52:00,356,Dishwasher,0.7,-8.4,Summer,4
2023-02-01 09:43:00,173,Microwave,1.06,9.1,Winter,2
2023-10-22 22:18:00,110,Heater,4.85,32.7,Fall,5
2023-01-18 00:17:00,101,Air Conditioning,4.5,29.1,Winter,2
2023-05-14 15:49:00,19,Fridge,0.14,26.9,Spring,4
2023-02-20 08:30:00,188,Washing Machine,0.99,18.0,Winter,3
2023-05-25 02:32:00,258,Air Conditioning,4.37,29.7,Spring,1
2023-10-19 02:49:00,284,Oven,0.5,21.9,Fall,2
2023-11-27 10:29:00,160,Washing Machine,0.86,32.1,Fall,3
2023-02-28 05:11:00,146,Oven,0.54,25.8,Winter,4
2023-02-02 15:00:00,316,Air Conditioning,2.42,32.9,Winter,3
2023-07-01 11:44:00,492,Dishwasher,1.79,16.0,Summer,4
2023-04-18 17:29:00,152,Heater,2.63,0.3,Spring,4
2023-12-01 21:26:00,6,Washing Machine,1.14,-4.3,Fall,2
2023-02-08 01:07:00,240,Air Conditioning,2.52,26.9,Winter,4
2023-11-24 17:20:00,459,Fridge,0.22,14.2,Fall,3
2023-10-31 22:02:00,377,TV,1.23,35.1,Fall,1
2023-12-14 12:12:00,230,Computer,1.79,-9.5,Fall,5
2023-07-18 18:53:00,5,Air Conditioning,2.25,19.9,Summer,1
2023-06-15 07:22:00,318,Computer,0.93,29.7,Spring,2
2023-10-21 18:00:00,141,Oven,0.42,25.2,Fall,3
2023-03-10 08:28:00,2,Computer,0.97,-8.7,Winter,3
2023-09-26 07:51:00,455,Washing Machine,0.21,6.6,Summer,1
2023-04-24 21:15:00,7,Air Conditioning,3.14,19.0,Spring,2
2023-01-07 18:23:00,438,Lights,1.54,24.9,Winter,3
2023-12-01 13:17:00,283,Heater,4.93,27.0,Fall,1
2023-05-25 21:31:00,302,Air Conditioning,2.62,11.2,Spring,5
2023-08-12 07:05:00,335,Air Conditioning,2.19,28.8,Summer,5
2023-01-02 06:38:00,422,Lights,1.74,-9.4,Winter,4
2023-08-18 18:33:00,436,Lights,1.98,13.7,Summer,4
2023-04-18 05:43:00,218,Air Conditioning,2.32,11.6,Spring,4
2023-08-17 19:14:00,145,Washing Machine,1.64,21.3,Summer,5
2023-06-11 09:29:00,497,Lights,0.91,-9.0,Spring,3
2023-04-21 06:50:00,33,Fridge,0.11,32.7,Spring,4
2023-02-13 17:51:00,221,TV,1.68,11.9,Winter,5
2023-04-26 08:10:00,410,Air Conditioning,4.58,30.6,Spring,3
2023-07-23 11:59:00,325,Fridge,0.29,15.2,Summer,4
2023-02-08 21:56:00,405,Dishwasher,1.21,34.0,Winter,5
2023-07-12 13:41:00,23,Fridge,0.28,33.0,Summer,4
2023-03-02 20:30:00,4,TV,1.57,10.9,Winter,5
2023-07-11 22:00:00,376,Lights,0.53,9.9,Summer,4
2023-05-21 04:38:00,147,Washing Machine,1.67,10.4,Spring,4
2023-05-02 18:57:00,129,Air Conditioning,3.4,32.0,Spring,3
2023-09-14 15:50:00,441,Oven,0.36,-4.5,Summer,3
2023-10-24 04:09:00,34,Air Conditioning,4.2,34.6,Fall,5
2023-07-17 03:15:00,140,Lights,0.5,0.2,Summer,4
2023-03-06 21:36:00,202,Lights,1.72,-7.9,Winter,5
2023-11-16 10:40:00,63,TV,1.45,37.5,Fall,4
2023-02-22 16:25:00,37,Microwave,0.91,19.4,Winter,4
2023-07-08 10:09:00,331,Microwave,0.87,35.9,Summer,1
2023-01-05 19:04:00,231,Dishwasher,0.27,36.3,Winter,5
2023-04-29 14:16:00,192,Air Conditioning,4.85,30.9,Spring,1
2023-12-07 19:12:00,186,Heater,3.23,-0.2,Fall,4
2023-05-05 02:45:00,442,Microwave,0.35,36.7,Spring,4
2023-10-06 16:11:00,37,TV,1.37,24.7,Fall,4
2023-12-16 09:38:00,72,Lights,1.81,-4.4,Fall,3
2023-09-18 01:29:00,127,Dishwasher,0.9,7.8,Summer,3
2023-03-22 10:26:00,408,Computer,1.89,11.1,Winter,5
2023-08-15 00:18:00,402,Computer,0.52,20.1,Summer,5
2023-11-23 14:33:00,26,Dishwasher,1.31,36.3,Fall,5
2023-12-22 09:21:00,263,Washing Machine,1.59,33.3,Fall,3
2023-02-11 23:41:00,410,Heater,3.18,18.5,Winter,5
2023-06-14 18:35:00,485,Washing Machine,1.53,6.4,Spring,1
2023-07-07 08:47:00,259,Air Conditioning,2.73,21.0,Summer,2
2023-10-10 02:17:00,30,Fridge,0.11,-9.4,Fall,2
2023-07-10 15:23:00,456,Computer,0.52,-3.9,Summer,2
2023-10-04 05:13:00,273,Dishwasher,1.04,19.8,Fall,2
2023-09-04 09:28:00,27,TV,1.77,32.5,Summer,3
2023-12-13 07:32:00,167,Heater,3.4,34.3,Fall,4
2023-08-09 19:47:00,252,Fridge,0.36,18.8,Summer,3
2023-08-17 21:25:00,102,Computer,0.37,-4.6,Summer,5
2023-05-20 21:54:00,419,Oven,1.35,28.1,Spring,5
2023-04-03 00:25:00,195,Computer,1.17,-2.0,Spring,3
2023-05-23 10:32:00,388,Heater,4.93,33.8,Spring,4
2023-12-20 21:18:00,262,Fridge,0.48,16.5,Fall,2
2023-06-12 21:12:00,468,Dishwasher,1.01,17.6,Spring,5
2023-09-05 13:44:00,19,TV,1.03,17.7,Summer,1
2023-03-04 04:33:00,129,Washing Machine,1.16,28.7,Winter,2
2023-03-01 06:48:00,68,Microwave,0.26,-1.6,Winter,1
2023-10-13 17:35:00,88,Washing Machine,0.87,35.4,Fall,5
2023-07-27 01:25:00,5,Dishwasher,1.01,33.0,Summer,5
2023-03-23 04:17:00,456,TV,1.37,17.3,Winter,4
2023-07-28 01:52:00,494,Microwave,0.41,-3.3,Summer,2
2023-05-25 21:20:00,63,Microwave,1.28,40.0,Spring,5
2023-06-04 14:24:00,75,Computer,0.53,4.1,Spring,4
2023-12-05 23:36:00,397,Dishwasher,1.32,32.7,Fall,2
2023-07-21 23:22:00,199,TV,0.84,26.4,Summer,4
2023-04-20 03:19:00,229,Lights,1.55,-2.9,Spring,2
2023-03-08 05:21:00,116,Oven,1.93,18.3,Winter,2
2023-01-09 00:34:00,370,Heater,4.92,13.7,Winter,5
2023-05-24 04:43:00,118,Heater,2.82,33.2,Spring,2
2023-02-12 17:01:00,123,Oven,1.12,7.6,Winter,4
2023-12-27 17:34:00,273,TV,1.89,-3.4,Fall,3
2023-04-22 19:16:00,269,Microwave,1.84,35.3,Spring,4
2023-10-17 04:27:00,214,Fridge,0.3,22.9,Fall,4
2023-02-06 03:33:00,495,Washing Machine,1.71,-9.7,Winter,1
2023-01-23 09:23:00,120,Lights,0.41,-4.1,Winter,1
2023-12-10 09:16:00,375,Dishwasher,0.67,20.3,Fall,4
2023-11-05 16:35:00,421,Heater,3.92,33.1,Fall,1
2023-08-19 15:15:00,430,Washing Machine,0.41,36.5,Summer,4
2023-03-03 14:45:00,392,Lights,1.55,21.7,Winter,5
2023-08-31 03:20:00,128,Washing Machine,1.97,23.3,Summer,1
2023-08-01 16:10:00,300,Oven,1.23,-5.8,Summer,3
2023-01-13 14:41:00,124,Washing Machine,1.46,6.6,Winter,3
2023-10-03 06:21:00,195,Air Conditioning,2.77,26.9,Fall,2
2023-11-13 17:19:00,424,Fridge,0.37,39.4,Fall,3
2023-04-21 08:43:00,167,Dishwasher,0.49,17.0,Spring,5
2023-02-17 08:47:00,143,Oven,1.67,6.5,Winter,2
2023-12-08 04:45:00,355,Microwave,1.27,8.0,Fall,4
2023-06-12 05:23:00,475,Air Conditioning,2.72,9.8,Spring,1
2023-03-26 09:53:00,283,Dishwasher,1.95,6.0,Winter,1
2023-09-10 11:29:00,297,Oven,0.99,38.4,Summer,2
2023-08-28 15:36:00,117,Washing Machine,1.27,38.9,Summer,4
2023-02-09 01:40:00,244,Air Conditioning,3.74,37.9,Winter,2
2023-04-14 17:31:00,374,TV,1.91,11.8,Spring,1
2023-02-06 09:04:00,333,Computer,1.05,16.4,Winter,4
2023-07-17 17:26:00,187,Microwave,0.4,4.4,Summer,2
2023-09-12 22:41:00,3,Washing Machine,0.57,-6.6,Summer,5
2023-04-11 11:33:00,352,Oven,1.3,33.4,Spring,3
2023-07-19 18:55:00,244,Lights,0.32,-5.5,Summer,5
2023-03-23 20:00:00,473,Heater,3.13,12.3,Winter,2
2023-09-21 22:15:00,440,Microwave,1.25,1.4,Summer,5
2023-09-04 07:37:00,382,Microwave,1.4,-2.7,Summer,5
2023-05-10 18:07:00,256,Microwave,1.22,36.9,Spring,1
2023-08-06 07:55:00,36,Air Conditioning,2.84,-1.3,Summer,2
2023-08-11 16:22:00,174,Washing Machine,1.55,15.3,Summer,4
2023-03-17 05:40:00,56,Air Conditioning,3.83,-6.3,Winter,3
2023-09-09 23:06:00,424,Dishwasher,0.46,4.6,Summer,5
2023-12-17 00:36:00,326,Oven,1.0,12.5,Fall,2
2023-06-24 20:58:00,381,Computer,1.06,39.3,Spring,2
2023-12-18 17:27:00,271,Computer,0.7,-3.3,Fall,1
2023-07-29 12:57:00,122,Fridge,0.26,39.5,Summer,1
2023-12-20 10:57:00,204,Oven,1.42,17.4,Fall,4
2023-10-12 10:53:00,290,Washing Machine,1.82,33.9,Fall,1
2023-04-01 12:42:00,190,Washing Machine,0.32,39.9,Spring,3
2023-01-02 11:44:00,202,Oven,0.38,3.0,Winter,2
2023-02-16 08:50:00,372,Air Conditioning,4.88,0.1,Winter,2
2023-04-12 02:22:00,318,Lights,0.78,-6.8,Spring,1
2023-08-23 01:05:00,115,Heater,4.32,15.6,Summer,2
2023-08-01 20:02:00,325,TV,0.4,31.7,Summer,2
2023-09-08 14:28:00,269,Fridge,0.41,13.7,Summer,5
2023-11-10 05:05:00,11,Air Conditioning,2.21,17.5,Fall,2
2023-07-31 20:36:00,353,Computer,0.77,-0.6,Summer,5
2023-03-27 23:43:00,43,Washing Machine,1.35,7.9,Winter,5
2023-09-18 06:46:00,424,Washing Machine,1.86,16.4,Summer,2
2023-11-12 12:54:00,327,Washing Machine,1.04,12.9,Fall,4
2023-07-15 22:26:00,315,Dishwasher,0.62,-6.4,Summer,5
2023-01-09 17:25:00,211,Dishwasher,0.72,26.5,Winter,1
2023-10-20 17:53:00,479,Fridge,0.32,-1.5,Fall,5
2023-06-19 03:56:00,345,Washing Machine,1.13,14.9,Spring,3
2023-09-16 11:32:00,110,Dishwasher,1.42,10.3,Summer,5
2023-01-19 22:34:00,76,Oven,0.25,-3.9,Winter,1
2023-07-29 13:37:00,316,Lights,0.94,-6.6,Summer,4
2023-06-06 00:41:00,181,Microwave,0.49,10.7,Spring,1
2023-03-18 23:37:00,249,Computer,1.66,25.0,Winter,5
2023-06-24 06:31:00,372,Dishwasher,1.5,27.0,Spring,1
2023-04-21 15:36:00,255,Dishwasher,1.82,22.8,Spring,2
2023-09-26 13:51:00,416,Dishwasher,0.23,15.6,Summer,1
2023-12-27 20:30:00,180,Lights,1.39,4.4,Fall,1
2023-04-21 16:43:00,160,TV,1.77,23.8,Spring,3
2023-05-09 02:23:00,208,Fridge,0.16,17.5,Spring,2
2023-06-21 22:19:00,136,Fridge,0.48,18.2,Spring,2
2023-06-10 16:36:00,38,Microwave,1.92,21.8,Spring,3
2023-03-17 21:01:00,369,Dishwasher,1.83,39.3,Winter,3
2023-04-09 01:09:00,229,Washing Machine,0.82,5.9,Spring,1
2023-08-25 22:44:00,348,TV,0.54,34.7,Summer,1
2023-03-24 04:27:00,342,Computer,1.69,32.4,Winter,5
2023-09-14 17:20:00,364,Air Conditioning,2.45,30.6,Summer,2
2023-10-23 03:08:00,210,Computer,0.62,27.9,Fall,2
2023-03-27 09:27:00,182,Fridge,0.39,12.1,Winter,3
2023-12-19 18:33:00,301,Fridge,0.22,16.6,Fall,1
2023-10-07 22:10:00,218,Heater,2.38,2.7,Fall,1
2023-02-20 08:25:00,353,Computer,0.3,22.2,Winter,1
2023-06-03 22:13:00,112,Heater,4.99,13.3,Spring,2
2023-04-12 08:05:00,240,Fridge,0.18,20.6,Spring,5
2023-12-21 23:30:00,92,Heater,4.47,28.9,Fall,1
2023-12-31 20:23:00,339,Oven,0.22,21.7,Fall,3
2023-09-12 02:23:00,38,Air Conditioning,4.25,-6.7,Summer,4
2023-07-27 01:07:00,356,TV,1.94,12.2,Summer,3
2023-01-25 06:08:00,389,Lights,0.47,38.3,Winter,4
2023-03-03 10:49:00,448,Oven,0.63,34.7,Winter,5
2023-02-01 17:04:00,310,Fridge,0.11,5.0,Winter,4
2023-12-28 17:46:00,381,Microwave,1.16,10.0,Fall,2
2023-03-17 07:34:00,222,Washing Machine,0.42,12.2,Winter,5
2023-08-30 01:09:00,445,Microwave,0.34,36.3,Summer,4
2023-01-29 17:23:00,109,Dishwasher,0.9,38.9,Winter,1
2023-10-10 17:20:00,35,Lights,1.61,25.7,Fall,1
2023-10-24 14:03:00,363,Microwave,1.07,-7.3,Fall,5
2023-02-28 11:58:00,437,Oven,1.56,6.2,Winter,4
2023-05-04 21:24:00,239,TV,0.24,-3.0,Spring,1
2023-07-24 13:26:00,311,Oven,1.45,5.9,Summer,5
2023-01-30 19:40:00,378,TV,0.82,35.1,Winter,5
2023-10-09 05:46:00,184,Dishwasher,0.5,11.3,Fall,1
2023-03-03 06:25:00,109,Air Conditioning,2.73,38.7,Winter,4
2023-01-06 23:03:00,36,Washing Machine,1.74,5.4,Winter,3
2023-08-06 16:21:00,385,Washing Machine,1.32,28.1,Summer,3
2023-07-05 21:16:00,178,Fridge,0.36,27.4,Summer,3
2023-07-13 11:27:00,266,Air Conditioning,4.46,12.2,Summer,2
2023-12-23 10:26:00,103,Computer,1.52,34.8,Fall,3
2023-01-02 06:34:00,481,Washing Machine,1.71,11.1,Winter,3
2023-04-09 05:22:00,59,Lights,0.95,25.4,Spring,5
2023-09-23 20:28:00,499,Oven,0.65,37.1,Summer,2
2023-09-13 00:42:00,164,Microwave,0.7,38.8,Summer,3
2023-01-08 10:54:00,385,Lights,1.01,-7.3,Winter,5
2023-05-14 19:52:00,255,Dishwasher,1.51,35.4,Spring,4
2023-03-26 10:23:00,494,Microwave,1.03,22.6,Winter,2
2023-03-19 06:55:00,430,Fridge,0.13,23.8,Winter,3
2023-03-02 19:36:00,309,Computer,1.29,11.4,Winter,5
2023-11-02 03:05:00,264,Oven,1.47,4.5,Fall,3
2023-10-04 02:49:00,401,Lights,0.44,17.7,Fall,1
2023-03-05 23:40:00,490,Microwave,1.59,22.2,Winter,4
2023-07-03 08:31:00,182,Oven,1.93,5.9,Summer,1
2023-04-10 05:26:00,160,Air Conditioning,3.13,1.7,Spring,1
2023-10-02 13:04:00,361,Lights,0.63,3.9,Fall,3
2023-06-24 17:05:00,229,Microwave,1.85,39.0,Spring,4
2023-06-02 10:27:00,409,Air Conditioning,4.12,14.9,Spring,5
2023-02-07 15:25:00,477,Computer,0.49,31.4,Winter,1
2023-04-04 01:35:00,211,Oven,1.08,3.4,Spring,4
2023-09-11 07:09:00,477,Heater,3.1,-6.1,Summer,4
2023-03-15 07:39:00,10,Heater,2.12,7.9,Winter,1
2023-05-20 03:35:00,238,Computer,1.83,33.2,Spring,3
2023-11-05 05:19:00,163,Heater,4.72,3.0,Fall,4
2023-03-04 00:13:00,308,Oven,1.52,35.2,Winter,2
2023-02-15 17:34:00,9,Dishwasher,1.4,22.8,Winter,3
2023-05-06 22:58:00,326,Dishwasher,0.7,26.7,Spring,2
2023-12-06 11:37:00,475,Washing Machine,1.6,-5.4,Fall,1
2023-12-22 00:59:00,48,Washing Machine,1.29,22.5,Fall,1
2023-05-07 19:02:00,483,Heater,4.49,12.0,Spring,1
2023-08-04 01:12:00,123,Air Conditioning,3.66,5.9,Summer,5
2023-02-21 23:23:00,230,Air Conditioning,2.13,2.3,Winter,3
2023-01-14 12:28:00,318,Lights,0.62,27.4,Winter,2
2023-01-03 01:09:00,97,Washing Machine,0.46,38.4,Winter,5
2023-09-18 16:55:00,168,Fridge,0.25,24.9,Summer,5
2023-07-13 21:38:00,438,Heater,4.65,-4.9,Summer,5
2023-05-09 05:52:00,158,Heater,2.43,36.6,Spring,4
2023-04-17 12:54:00,162,Microwave,0.85,11.4,Spring,2
2023-06-29 17:36:00,356,Microwave,1.92,38.6,Spring,3
2024-01-01 01:01:00,49,Washing Machine,1.63,11.5,Winter,4
2023-07-09 17:19:00,81,Washing Machine,1.27,35.2,Summer,5
2023-11-27 03:26:00,231,TV,0.62,37.9,Fall,1
2023-01-28 13:29:00,196,Air Conditioning,4.79,18.9,Winter,3
2023-06-09 08:43:00,340,Oven,0.26,8.1,Spring,3
2023-12-17 21:47:00,322,Microwave,1.59,10.1,Fall,5
2023-08-10 06:20:00,303,Microwave,0.54,27.6,Summer,2
2023-02-25 12:23:00,98,Air Conditioning,2.63,28.8,Winter,1
2023-07-20 03:32:00,397,Air Conditioning,3.33,-7.3,Summer,5
2023-06-06 22:18:00,22,Air Conditioning,4.79,9.6,Spring,2
2023-01-12 04:40:00,180,Microwave,1.97,28.0,Winter,2
2023-08-26 23:15:00,18,Computer,0.52,-3.2,Summer,1
2023-07-28 21:47:00,170,Dishwasher,0.45,23.5,Summer,1
2023-02-24 05:35:00,252,Fridge,0.21,-4.5,Winter,4
2023-11-29 15:37:00,212,Microwave,1.11,8.4,Fall,3
2023-06-12 06:06:00,363,Oven,1.46,12.3,Spring,2
2023-04-04 03:58:00,374,Dishwasher,1.3,29.3,Spring,4
2023-03-10 07:41:00,482,Air Conditioning,3.48,39.1,Winter,2
2023-04-20 21:17:00,323,Heater,3.0,-0.9,Spring,4
2023-01-12 23:48:00,218,Air Conditioning,3.16,15.8,Winter,1
2023-06-13 22:27:00,417,Washing Machine,0.2,21.5,Spring,5
2023-08-23 05:18:00,373,Heater,2.55,7.5,Summer,5
2023-03-09 07:51:00,152,Oven,1.53,32.7,Winter,2
2023-10-07 04:52:00,157,Heater,2.94,2.7,Fall,2
2023-08-24 06:59:00,167,Fridge,0.19,32.1,Summer,2
2023-03-08 05:05:00,454,Heater,3.62,20.2,Winter,4
2023-04-02 05:39:00,481,Dishwasher,1.99,31.1,Spring,1
2023-05-08 23:11:00,340,Washing Machine,1.29,4.4,Spring,5
2023-07-06 12:16:00,42,Dishwasher,1.09,36.3,Summer,5
2023-03-20 20:42:00,41,Oven,1.26,22.5,Winter,1
2023-09-09 22:16:00,291,Oven,1.33,23.0,Summer,1
2023-04-05 03:42:00,71,Dishwasher,1.69,-6.7,Spring,4
2023-10-10 20:20:00,196,Lights,1.35,7.0,Fall,3
2023-10-22 05:20:00,458,Oven,1.21,5.0,Fall,2
2023-07-25 10:26:00,298,Fridge,0.26,36.5,Summer,2
2023-04-29 00:25:00,243,Fridge,0.44,14.1,Spring,4
2023-08-05 09:48:00,484,Microwave,0.38,7.2,Summer,4
2023-09-23 09:12:00,290,Heater,3.28,26.7,Summer,2
2023-03-01 02:10:00,41,Air Conditioning,3.03,-1.0,Winter,1
2023-08-18 04:29:00,375,TV,0.56,26.0,Summer,2
2023-04-12 18:24:00,176,Washing Machine,1.9,39.4,Spring,1
2023-09-15 15:45:00,244,Dishwasher,0.44,20.2,Summer,5
2023-04-18 14:49:00,463,Lights,1.66,21.2,Spring,4
2023-05-21 05:34:00,179,Air Conditioning,3.57,29.7,Spring,3
2023-10-26 18:28:00,124,Washing Machine,0.79,1.8,Fall,1
2023-09-11 04:06:00,388,Air Conditioning,2.62,25.6,Summer,3
2023-09-06 14:44:00,119,Dishwasher,1.22,35.7,Summer,1
2023-11-02 23:36:00,303,Washing Machine,1.61,-7.0,Fall,3
2023-05-25 06:07:00,497,Oven,1.38,12.6,Spring,5
2023-06-23 05:24:00,132,Dishwasher,1.06,39.6,Spring,3
2023-07-05 00:47:00,339,Washing Machine,1.12,18.9,Summer,5
2023-02-02 22:55:00,366,Lights,1.75,24.7,Winter,2
2023-01-25 20:25:00,154,TV,1.14,14.8,Winter,1
2023-01-24 04:51:00,61,Fridge,0.34,-3.4,Winter,3
2023-12-26 12:22:00,5,TV,0.54,11.8,Fall,3
2023-12-05 21:28:00,261,TV,0.83,21.5,Fall,3
2023-08-24 08:58:00,100,Computer,0.8,32.7,Summer,4
2023-02-14 20:54:00,363,Oven,1.69,36.6,Winter,5
2023-08-15 01:12:00,381,Washing Machine,1.47,2.6,Summer,3
2023-09-29 05:48:00,165,Dishwasher,1.88,-4.3,Summer,2
2023-02-05 03:08:00,432,Dishwasher,1.04,21.1,Winter,3
2023-06-02 08:33:00,2,Microwave,0.7,-1.8,Spring,4
2023-10-27 18:00:00,345,Lights,1.62,29.8,Fall,5
2023-09-19 00:46:00,223,Oven,1.23,13.4,Summer,5
2023-11-15 10:10:00,402,Fridge,0.43,-2.1,Fall,3
2023-01-09 09:35:00,141,Oven,1.88,18.6,Winter,5
2023-04-12 00:39:00,304,Computer,1.28,29.1,Spring,4
2023-09-23 13:00:00,70,Heater,3.2,18.0,Summer,5
2023-10-07 13:31:00,355,Heater,2.06,28.7,Fall,5
2023-12-25 13:51:00,467,Heater,2.23,22.0,Fall,3
2023-04-17 12:05:00,102,TV,0.21,38.9,Spring,2
2023-05-29 21:54:00,384,Heater,3.93,31.7,Spring,3
2023-09-18 12:15:00,132,Washing Machine,1.21,35.8,Summer,1
2023-10-09 20:24:00,496,TV,0.66,-2.0,Fall,3
2023-09-10 12:58:00,232,Dishwasher,0.83,9.9,Summer,5
2023-05-25 22:07:00,127,TV,1.53,26.6,Spring,5
2023-05-06 13:40:00,154,Washing Machine,0.57,-4.6,Spring,1
2023-02-07 19:08:00,430,Oven,0.26,1.7,Winter,4
2023-07-01 16:19:00,215,TV,0.84,8.2,Summer,4
2023-05-17 03:04:00,183,Fridge,0.33,-6.0,Spring,4
2023-07-04 18:25:00,334,Washing Machine,1.45,16.3,Summer,1
2023-02-21 05:03:00,8,Air Conditioning,3.24,3.9,Winter,1
2023-03-23 21:25:00,287,Washing Machine,0.23,26.6,Winter,1
2023-09-21 05:51:00,67,Dishwasher,0.8,16.9,Summer,3
2023-12-10 14:00:00,335,Oven,0.72,15.8,Fall,2
2023-02-12 08:55:00,399,Oven,1.95,-0.6,Winter,4
2023-06-10 10:36:00,158,Computer,1.67,39.6,Spring,5
2023-08-19 02:04:00,305,Washing Machine,1.13,25.1,Summer,1
2023-12-26 04:41:00,289,Heater,2.86,18.1,Fall,3
2023-09-17 01:40:00,231,Computer,1.65,17.0,Summer,1
2023-08-12 16:06:00,86,Dishwasher,0.99,9.2,Summer,3
2023-02-19 14:51:00,391,Fridge,0.15,0.6,Winter,2
2023-08-15 21:50:00,159,Fridge,0.48,35.9,Summer,3
2023-07-25 01:41:00,5,Heater,3.59,30.8,Summer,3
2023-03-21 06:32:00,59,Air Conditioning,2.08,39.1,Winter,5
2023-10-25 21:52:00,179,Computer,1.42,27.2,Fall,3
2023-07-06 16:05:00,139,Washing Machine,1.47,27.7,Summer,3
2023-04-25 22:12:00,466,Oven,0.68,8.6,Spring,2
2023-09-26 15:58:00,15,Microwave,0.36,30.3,Summer,1
2023-01-30 11:41:00,487,Fridge,0.3,-8.3,Winter,4
2023-03-23 09:37:00,124,Lights,0.29,-9.3,Winter,5
2023-07-15 05:31:00,179,Computer,1.42,-9.1,Summer,4
2023-05-10 11:48:00,198,Oven,0.3,7.9,Spring,2
2023-03-23 09:29:00,175,Heater,2.02,9.6,Winter,3
2023-05-30 23:01:00,467,Dishwasher,0.42,-3.3,Spring,5
2023-01-25 02:55:00,472,Fridge,0.43,35.2,Winter,1
2023-06-18 23:47:00,453,Fridge,0.36,35.3,Spring,5
2023-12-21 02:41:00,182,Lights,0.94,-8.0,Fall,4
2023-07-17 14:53:00,278,Air Conditioning,2.85,2.9,Summer,5
2023-10-03 04:17:00,38,Dishwasher,1.32,30.2,Fall,1
2023-06-14 16:53:00,375,Computer,0.48,2.7,Spring,5
2023-07-14 08:35:00,9,Microwave,1.61,5.2,Summer,3
2023-12-27 17:12:00,258,Microwave,1.39,26.8,Fall,3
2023-12-12 22:23:00,43,Dishwasher,1.87,24.0,Fall,2
2023-03-16 18:09:00,349,Heater,4.62,0.5,Winter,3
2023-02-01 04:12:00,423,TV,0.91,-4.2,Winter,1
2023-11-11 12:59:00,75,Computer,1.22,29.2,Fall,2
2023-12-12 08:44:00,365,TV,0.77,-9.1,Fall,1
2023-11-17 23:33:00,126,Lights,0.25,2.6,Fall,5
2023-03-19 14:45:00,228,Fridge,0.35,32.2,Winter,1
2023-05-28 05:41:00,185,Washing Machine,1.08,34.5,Spring,4
2023-06-16 17:25:00,46,Fridge,0.15,26.6,Spring,5
2023-11-17 21:56:00,167,Dishwasher,1.18,-3.6,Fall,2
2023-01-05 23:49:00,356,Air Conditioning,3.92,8.4,Winter,3
2023-11-21 17:22:00,142,Computer,0.88,14.6,Fall,3
